method,analysis,outcome,n,term,scale,estimate,ci_lower,ci_upper,p_value,method_label,max_abs_smd,weight_max,n_match_groups
ps_nn,overall,speed_mm2_min,782,atract,mean_difference,2.9986546485814127,0.3435461161323312,5.653763181030494,0.026858722548332183,PS-NN,0.09279768379871821,,391.0
ow_dr,overall,speed_mm2_min,1916,overall,mean_difference,0.6258481808444231,-1.6951581628897676,2.9468545245786135,0.5971491835547651,OW + DR,0.0001253799360070842,0.9943724952659678,
ow_dr,small_lesion_<50mm_interaction_model,speed_mm2_min,1004,small_lesion_<50mm_interaction_model,mean_difference,-1.6428866178585102,-4.013498235152165,0.7277249994351445,0.1743610162527347,OW + DR,0.0001253799360070842,0.9943724952659678,
ow_dr,large_lesion_>=50mm_interaction_model,speed_mm2_min,912,large_lesion_>=50mm_interaction_model,mean_difference,2.7882136310682446,-1.0914962576660816,6.667923519802571,0.15895810263962185,OW + DR,0.0001253799360070842,0.9943724952659678,
ow_dr,interaction_large_lesion,speed_mm2_min,1916,interaction_large_lesion,interaction_difference,4.431100248926755,-0.1155411775319628,8.977741675385472,0.056108541890022456,OW + DR,0.0001253799360070842,0.9943724952659678,
ow_dr,large_lesion_>=50mm_restricted,speed_mm2_min,912,large_lesion_>=50mm_restricted,mean_difference,3.1376247886637323,-0.6153704732892162,6.890620050616681,0.10129178643290215,OW + DR,0.0001253799360070842,0.9943724952659678,
